gene_id,log2FoldChange,padj
AT1G01010,1.67287190346476,8.87202039629868e-28
AT1G01020,-0.206918049045861,0.19476042531678
AT1G01030,-1.91040663328852,2.64193779797933e-14
AT1G01040,-0.0110893075208917,0.936893228909231
AT1G01050,-0.0473015640057806,0.714907853700684
AT1G01060,-2.93561263575002,9.61416419285628e-21
AT1G01070,0.754703431508601,8.2784929823193e-10
AT1G01080,-3.50179179322544,0
AT1G01090,-0.704359331140274,5.00365807921785e-11
AT1G01100,-0.127346069865799,0.400172788948803
AT1G01110,0.801317542968268,3.29004784079803e-05
AT1G01120,0.777179178914279,1.00223499749604e-08
AT1G01130,-0.207639750726568,0.925090428361349
AT1G01140,-4.50055982981178,1.11101595682353e-98
AT1G01150,-0.14224439621333,0.892314481891086
AT1G01160,-0.157550468955279,0.0903063748995298
AT1G01170,-2.58147776226448,7.16962166960167e-63
AT1G01180,-0.389994087370216,0.0462590420924932
AT1G01190,3.54659210400949,2.21270393180249e-47
AT1G01200,2.72035506047918,7.85689299765797e-30
AT1G01210,0.144013541760181,0.332460874244532
AT1G01220,-0.161673881409449,0.0814924580801739
AT1G01225,1.09413627158333,8.39261967865732e-14
AT1G01230,0.0704086523937899,0.45588000970168
AT1G01240,0.627066785192132,0.0440365581967676
AT1G01250,-0.561972277728091,0.472769913803271
AT1G01260,0.406531944363375,3.11711387259679e-05
AT1G01290,-0.128028825383186,0.236129298351474
AT1G01300,0.104484861783477,0.552372962692638
AT1G01310,-1.91785039448827,0.177121359570579
AT1G01320,-4.09530685782799,3.0338293718926e-104
AT1G01340,1.03192070919185,2.48543011804923e-07
AT1G01350,0.332641839614112,0.000635853105586464
AT1G01355,-0.939268887073045,0.173203632471732
AT1G01360,0.563335338771844,4.68577892082274e-05
AT1G01370,0.305709670725174,0.179713326641955
AT1G01380,1.69063863340972,0.000113120304634478
AT1G01390,-8.33043656711788,2.91973967999239e-11
AT1G01420,-1.16864274958094,1.05059950388704e-08
AT1G01430,-0.854702347912906,3.22791692855554e-23
AT1G01440,-0.685220130489297,7.20632581037779e-07
AT1G01448,-0.433058846782093,0.0272889563962624
AT1G01450,-0.570392947962661,0.513343104221108
AT1G01453,6.13542615297694,3.28719138242775e-22
AT1G01470,0.178852934308376,0.211096719415509
AT1G01480,3.27715061743367,1.3986526284542e-15
AT1G01490,-1.20099036465887,2.53768277454579e-19
AT1G01500,-0.485468488752179,0.0397892441885675
AT1G01510,0.217813677255117,0.0020474168666584
AT1G01520,-3.89179817607254,9.24415445576794e-12
AT1G01530,-4.17058341982718,0.0765638263251292
AT1G01540,-1.08904657443437,4.00446982791486e-20
AT1G01550,0.083662507787489,0.570769625501346
AT1G01560,-4.59044011326919,6.84119264531405e-39
AT1G01570,1.51942543855477,1.06655903201384e-13
AT1G01580,1.93355664828887,0.00600048391380882
AT1G01590,-2.89074527484458,2.39459291053076e-05
AT1G01600,0.0341545736166647,0.897367227652252
AT1G01610,0.0737602002239395,0.365752503399279
AT1G01620,1.00717524317554,3.34376055278561e-15
AT1G01630,0.0154532089039528,0.89652490641728
AT1G01640,2.68136757144015,5.18645820201345e-89
AT1G01650,-0.546264093345679,1.18212488343333e-10
AT1G01660,1.69821114554494,2.03261742698093e-11
AT1G01670,0.0264594095333697,0.916747987934737
AT1G01680,-6.13975897682844,2.23904708894365e-14
AT1G01690,-0.0724686812444619,0.623709049594675
AT1G01695,1.59973997603096,0.0730752029188193
AT1G01700,-0.0419894102104793,0.914910934041669
AT1G01710,-0.285130103774571,0.0307168161263824
AT1G01715,-0.778259894276744,0.00716735122723546
AT1G01720,-0.461889583462008,0.0144079970293329
AT1G01725,-0.296419090818668,0.42485844876602
AT1G01730,0.586317633215083,1.26556216594768e-07
AT1G01740,-0.0838438697526802,0.697499027911931
AT1G01750,7.37989882002115,1.3988802714928e-41
AT1G01760,0.0691670530957466,0.726246003668383
AT1G01770,-0.947866091061988,1.78874047705195e-09
AT1G01780,0.936855311056625,2.3266455971194e-09
AT1G01790,-3.07141473330408,8.65476293517341e-55
AT1G01800,-0.396887303701179,1.18112020248494e-06
AT1G01810,-0.410199341682044,0.376068008582474
AT1G01820,-0.092719050903886,0.461033218187958
AT1G01830,-0.442720806116507,5.36439809723312e-05
AT1G01840,0.131117200992324,0.845995738387655
AT1G01860,-1.4775666068361,6.3330928204462e-23
AT1G01880,-1.02203616189661,8.77151197436954e-06
AT1G01900,-1.25023956526302,3.50412651040983e-11
AT1G01910,-0.152946812270871,0.0781392524639417
AT1G01920,0.358486805436751,0.00263065483141926
AT1G01930,-0.570636903416404,2.12153266025377e-07
AT1G01940,0.12858786797159,0.254169473897552
AT1G01950,0.0533940058508794,0.768586981261307
AT1G01960,0.144723205344553,0.174013145473933
AT1G01970,-2.51454125286974,5.92597594576562e-48
AT1G01990,0.0350064931839277,0.81441154156951
AT1G02000,0.0569617205527669,0.776319102439431
AT1G02010,-0.283846971587262,0.163235135975051
AT1G02020,-0.925194387991959,9.35326082077129e-08
AT1G02030,2.44178983525644,3.79750595895204e-07
AT1G02040,3.62583553156225,0.148604413621391
AT1G02050,0.587395680447445,0.000102628763255474
AT1G02060,0.482556890306001,0.00203800866668354
AT1G02065,-10.5397391112012,1.91398222781605e-17
AT1G02070,0.204256438538029,0.844367323926834
AT1G02080,0.181265439932528,0.267303230080492
AT1G02090,0.298269326378405,0.00101346588469337
AT1G02100,-0.0208570235314419,0.863797106537607
AT1G02110,-0.121208095083588,0.229224595587731
AT1G02120,-0.258030068589898,0.0214211152032282
AT1G02130,0.205040653757135,0.00900888880005914
AT1G02140,-0.106060823493977,0.204978859541257
AT1G02145,0.277223843651019,0.000401589930098808
AT1G02150,-2.36901095807491,1.77288996918548e-153
AT1G02160,-0.0869110133822957,0.722799546549253
AT1G02170,-0.364852420813217,0.0192970997845202
AT1G02180,-0.444270819383491,0.0430103567538733
AT1G02190,-6.70752967598379,2.17390216985627e-07
AT1G02205,-0.641582114011976,0.00183234364963729
AT1G02220,2.52943362773501,2.944149254453e-19
AT1G02230,-1.13135975241197,0.000542120299630566
AT1G02250,0.749478811822174,0.708384031714811
AT1G02260,-0.139233413090641,0.488079940110002
AT1G02270,-0.346560537123182,0.0181453292146487
AT1G02280,-1.9431081508355,4.5291425629022e-130
AT1G02290,0.0235363020891888,0.879494497971012
AT1G02300,-1.63057969015394,2.01087136457585e-14
AT1G02305,-0.0731157301566062,0.593826535549672
AT1G02310,7.2576184829612,5.27444708978943e-16
AT1G02330,0.246245172441186,0.0213330590648153
AT1G02335,1.23720144298641,1.15133301606824e-19
AT1G02340,0.95722202123537,0.0252697956059219
AT1G02350,-1.08771785880522,0.203112297470608
AT1G02360,3.42333115325131,3.87757740044863e-40
AT1G02370,0.230788153972406,0.251895694409655
AT1G02380,0.071180804704334,0.855278997091829
AT1G02390,2.16744646271104,2.93381804835199e-07
AT1G02400,1.0006986569848,0.00805212632105222
AT1G02405,-2.04953281853802,0.0307780054261463
AT1G02410,-0.32570502407469,0.00122390160502322
AT1G02420,0.388424799433247,0.277992945070278
AT1G02430,2.09718220964237,3.00477865397457e-07
AT1G02440,-1.61320422402193,0.067813820992336
AT1G02450,-3.3330756415897,1.04743390893592e-17
AT1G02460,1.59479946000701,2.02387162198794e-08
AT1G02470,-2.04768469265439,0.000997056995755609
AT1G02475,-3.59968524027265,5.55224541560716e-244
AT1G02490,-0.357853066270576,0.871427886725337
AT1G02500,0.662713444247154,2.0796246737406e-09
AT1G02520,4.01275546352569,1.30760248608713e-54
AT1G02530,1.89085353248971,2.83675802049375e-07
AT1G02560,-2.6769843164369,7.76343490815079e-245
AT1G02570,7.17375172811803,5.16795813981221e-11
AT1G02575,6.12008038025846,2.28073542205618e-06
AT1G02580,-2.15693544519289,0.216482253710704
AT1G02610,-2.82738981826698,4.81693390132774e-07
AT1G02620,-2.25103383983442,0.110854847157548
AT1G02630,-3.71923577460827,2.36883648930416e-08
AT1G02640,-0.0369328248099664,0.91394047142613
AT1G02650,-2.15561148892087,2.97625567985368e-06
AT1G02660,-3.19090153537286,5.22399066253434e-09
AT1G02670,0.0066657145070724,0.979769753485358
AT1G02680,-0.229102526421307,0.122419731401739
AT1G02690,0.987126066417723,2.83978860830794e-10
AT1G02700,-0.589850179564217,0.375412084196472
AT1G02705,-2.46142877687687,0.000929250953800005
AT1G02710,-2.56710081523107,0.190897395375649
AT1G02720,0.460141830315074,3.14993573133185e-05
AT1G02730,-0.293412031266483,0.0225789132256072
AT1G02740,0.0670927804049184,0.662048531020036
AT1G02750,-0.934638199493144,1.32346422968662e-08
AT1G02770,-1.10481900646652,0.0109791129318118
AT1G02780,-0.0399221906139434,0.777753394641142
AT1G02800,-6.42270628245656,7.27166599385718e-53
AT1G02810,4.5214024028898,7.10825979562009e-60
AT1G02813,3.75621765596626,0.0574099033960844
AT1G02816,0.0863590392055376,0.553820816026925
AT1G02820,-4.57674672163958,1.91527013615374e-19
AT1G02840,0.153826887925775,0.00333714941040113
AT1G02850,0.0927240948846748,0.796255095932247
AT1G02860,0.998183970679557,1.99343254418159e-14
AT1G02870,0.41104405673988,0.00594507844955132
AT1G02880,0.818176099653335,5.76126116018764e-13
AT1G02890,-0.104988147818761,0.472202915051736
AT1G02900,4.55096307639301,2.16476173715322e-107
AT1G02910,-2.73801087122267,3.9526117933037e-98
AT1G02920,-1.66270569769713,2.16734717588932e-10
AT1G02930,-2.88265104266733,1.18474594925628e-31
AT1G02940,-3.59911389030267,0.000635222013030264
AT1G02950,2.26219614383379,5.91564686577134e-17
AT1G02960,0.131994909069761,0.275411445817842
AT1G02970,0.0323106417688357,0.85502603751988
AT1G02980,6.65519462564007,6.18217249768859e-07
AT1G02990,0.0739928391402437,0.544986416670862
AT1G03000,-0.60383632701914,1.32475710874087e-07
AT1G03010,1.079426474613,0.000141348646911175
AT1G03020,-1.58562296732291,0.13322816303388
AT1G03030,-0.31729273674845,0.00182526229175705
AT1G03040,-0.0227638338721988,0.849474316935381
AT1G03055,-4.52940126337141,2.68168479625056e-31
AT1G03060,0.34958837214892,0.0141741660221656
AT1G03070,3.06586602564271,5.81192279455289e-12
AT1G03080,0.669150459044206,3.48004319160327e-13
AT1G03090,-0.725100503905842,0.00176282829444537
AT1G03100,-0.00374715818183994,0.989815165621303
AT1G03106,1.41337104044331,0.0336355546110162
AT1G03110,0.0569545712452955,0.715463615271362
AT1G03120,-1.21487483636725,0.0624089575028271
AT1G03130,-6.21347955163619,5.14486455634263e-110
AT1G03140,-0.146846663072861,0.148604413621391
AT1G03150,0.0200768008502884,0.867043205523425
AT1G03160,-2.306192575873,8.38465340152873e-74
AT1G03170,-0.828210148422213,0.00886623506217319
AT1G03180,0.471953138666539,0.00496975029726791
AT1G03190,0.0739941977226305,0.549676881764007
AT1G03200,0.988986073526704,0.0945868913983909
AT1G03210,0.990045166135987,9.0634688731764e-29
AT1G03220,1.72865509984303,1.63972801844174e-14
AT1G03230,0.44504414924471,0.0112007104289647
AT1G03240,1.338755378848,0.620388494516913
AT1G03250,-0.436086076606326,1.4164834594951e-05
AT1G03260,-0.277250007476948,0.0381421113429098
AT1G03270,-0.189374765249233,0.415080067041835
AT1G03280,-0.00092401328843807,0.992440788880822
AT1G03290,-0.0121209765709932,0.94705770293427
AT1G03300,-4.84936364947311,0.318824633804048
AT1G03310,-1.7333020907486,4.54802989815811e-40
AT1G03320,-4.81050795095549,0.00904779228167984
AT1G03330,-0.167145565706254,0.0916722555051508
AT1G03340,1.13913432222667,2.53107203823533e-05
AT1G03350,0.102475004661402,0.205329601814315
AT1G03360,0.139699460162193,0.333575247348622
AT1G03365,-0.421606616299211,0.00688389331100206
AT1G03370,-0.0911157341116957,0.455932285732252
AT1G03380,0.231988016264618,0.161911162628849
AT1G03390,1.03073489236503,0.645220207156181
AT1G03400,-4.56656757350979,5.37507447978531e-73
AT1G03410,-0.819520296027514,3.03125101930723e-05
AT1G03430,-0.33820915833713,0.0180529919566144
AT1G03440,-1.33478627663431,5.19079411877431e-12
AT1G03445,0.197979079402975,0.724186012633914
AT1G03457,0.510192966525006,3.276521742847e-06
AT1G03470,-0.453808696911692,0.00416036037326903
AT1G03475,-3.32644998551456,0
AT1G03495,-0.0165313027524451,0.953810987140578
AT1G03510,-0.742383016126566,0.00798425753164531
AT1G03520,-0.451466032104775,0.00470932864350406
AT1G03530,0.456605630191897,0.00190585489040139
AT1G03540,-0.159586568122752,0.644011752660511
AT1G03545,0.352702692360075,0.343666983829569
AT1G03550,1.53158896319978,7.97898974115782e-21
AT1G03560,0.140574597006818,0.218365287674374
AT1G03590,-0.574796666199732,0.000311053547675513
AT1G03600,-5.50624651345652,1.44898714698537e-147
AT1G03610,-1.80487102625994,7.20313903752872e-12
AT1G03620,1.58076360279895,1.47270736077157e-10
AT1G03630,-5.9461801924291,6.54062857078691e-202
AT1G03650,-0.588679054219616,0.0112814512255104
AT1G03660,-0.0918679673397509,0.867995481399966
AT1G03680,-4.58197980356026,0
AT1G03687,-0.30234874049891,0.00188720876732463
AT1G03700,8.20643256490822,2.99239823240493e-11
