locus	compartment
AT5G39280	Cell wall / apoplast
AT5G39290	Cell wall / apoplast
AT5G39300	Cell wall / apoplast
AT5G39310	Cell wall / apoplast
AT5G39340	Cytoplasm
AT5G39365	Cell wall / apoplast
AT5G39410	Mitochondrion
AT5G39420	Nucleus
AT5G39493	Cell wall / apoplast
AT5G39500	Cytoplasm
AT5G39510	Golgi
AT5G39550	Nucleus
AT5G39580	Cell wall / apoplast
AT5G39610	Nucleus
AT5G39620	Plasma membrane
AT5G39650	Endoplasmic reticulum
AT5G39660	Nucleus
AT5G39730	Plasma membrane
AT5G39740	Cytoplasm
AT5G39750	Nucleus
AT5G39760	Nucleus
AT5G39790	Chloroplast
AT5G39820	Nucleus
AT5G39830	Chloroplast
AT5G39840	Nucleus
AT5G39860	Nucleus
AT5G39890	Nucleus
AT5G39900	Mitochondrion
AT5G39930	Nucleus
AT5G39950	Cytoplasm
AT5G39980	Chloroplast
AT5G39990	Golgi
AT5G40010	Mitochondrion
AT5G40090	Cytoplasm
AT5G40150	Cell wall / apoplast
AT5G40155	Cell wall / apoplast
AT5G40160	Chloroplast
AT5G40170	Plasma membrane
AT5G40200	Nucleus
AT5G40210	Membrane (unspecified)
AT5G40230	Membrane (unspecified)
AT5G40240	Membrane (unspecified)
AT5G40250	Membrane (unspecified)
AT5G40260	Plasma membrane
AT5G40300	Plasma membrane
AT5G40330	Nucleus
AT5G40340	Nucleus
AT5G40350	Nucleus
AT5G40360	Nucleus
AT5G40370	Cytoplasm
AT5G40380	Membrane (unspecified)
AT5G40382	Mitochondrion
AT5G40410	Mitochondrion
AT5G40420	Other / unknown
AT5G40440	Nucleus
AT5G40480	Nucleus
AT5G40530	Nucleus
AT5G40550	Nucleus
AT5G40580	Cytoplasm
AT5G40610	Chloroplast
AT5G40650	Mitochondrion
AT5G40670	Membrane (unspecified)
AT5G40730	Plasma membrane
AT5G40740	Cytoplasm
AT5G40760	Cytoplasm
AT5G40770	Plasma membrane
AT5G40780	Plasma membrane
AT5G40810	Mitochondrion
AT5G40820	Nucleus
AT5G40840	Nucleus
AT5G40850	Chloroplast
AT5G40870	Chloroplast
AT5G40890	Membrane (unspecified)
AT5G40930	Mitochondrion
AT5G40940	Membrane (unspecified)
AT5G40950	Chloroplast
AT5G40990	Cell wall / apoplast
AT5G41000	Membrane (unspecified)
AT5G41010	Nucleus
AT5G41030	Nucleus
AT5G41060	Plasma membrane
AT5G41150	Nucleus
AT5G41160	Membrane (unspecified)
AT5G41170	Mitochondrion
AT5G41190	Nucleus
AT5G41200	Nucleus
AT5G41210	Nucleus
AT5G41220	Nucleus
AT5G41240/AT5G41230	Peroxisome
AT5G41250	Golgi
AT5G41260	Plasma membrane
AT5G41280	Membrane (unspecified)
AT5G41290	Membrane (unspecified)
AT5G41300	Cell wall / apoplast
AT5G41315	Nucleus
AT5G41360	Nucleus
AT5G41370	Nucleus
AT5G41410	Nucleus
AT5G41480	Mitochondrion
AT5G41520	Cytoplasm
AT5G41560	Nucleus
AT5G41570	Nucleus
AT5G41580	Nucleus
AT5G41600	Endoplasmic reticulum
AT5G41610	Membrane (unspecified)
AT5G41670	Chloroplast
AT5G41685	Mitochondrion
AT5G41760	Golgi
AT5G41790	Plasma membrane
AT5G41800	Plasma membrane
AT5G41900	Plasma membrane
AT5G41910	Nucleus
AT5G41920	Nucleus
AT5G41950	Cytoplasm
AT5G41990	Nucleus
AT5G42020	Endoplasmic reticulum
AT5G42030	Cytoplasm
AT5G42050	Cytoplasm
AT5G42060	Nucleus
AT5G42080	Cytoplasm
AT5G42100	Plasma membrane
AT5G42120	Plasma membrane
AT5G42130	Chloroplast
AT5G42170/AT5G42160	Cell wall / apoplast
AT5G42180	Cell wall / apoplast
AT5G42190	Nucleus
AT5G42200	Membrane (unspecified)
AT5G42223	Cell wall / apoplast
AT5G42230	Cell wall / apoplast
AT5G42232	Cell wall / apoplast
AT5G42235	Cell wall / apoplast
AT5G42240	Cell wall / apoplast
AT5G42242	Cell wall / apoplast
AT5G42250	Cytoplasm
AT5G42270	Chloroplast
AT5G42300	Cytoplasm
AT5G42310	Chloroplast
AT5G42390	Chloroplast
AT5G42400	Nucleus
AT5G42420	Golgi
AT5G42450	Mitochondrion
AT5G42480	Chloroplast
AT5G42500	Cell wall / apoplast
AT5G42510	Cell wall / apoplast
AT5G42520	Nucleus
AT5G42540/AT5G42550	Nucleus
AT5G42580	Membrane (unspecified)
AT5G42590	Membrane (unspecified)
AT5G42610	Mitochondrion
AT5G42630	Nucleus
AT5G42650	Chloroplast
AT5G42700	Nucleus
AT5G42740	Cytoplasm
AT5G42750	Plasma membrane
AT5G42780	Nucleus
AT5G42790	Cytoplasm
AT5G42797	Cell wall / apoplast
AT5G42820	Nucleus
AT5G42870	Cytoplasm
AT5G42890	Peroxisome
AT5G42900	Nucleus
AT5G42910	Nucleus
AT5G42920	Nucleus
AT5G42950	Cytoplasm
AT5G42960	Chloroplast
AT5G42970	Cytoplasm
AT5G42980	Cytoplasm
AT5G43010	Cytoplasm
AT5G43070	Nucleus
AT5G43090	Cytoplasm
AT5G43110	Cytoplasm
AT5G43130	Nucleus
AT5G43170	Nucleus
AT5G43175	Nucleus
AT5G43270	Nucleus
AT5G43280	Peroxisome
AT5G43285	Cell wall / apoplast
AT5G43290	Nucleus
AT5G43320	Cytoplasm
AT5G43330	Cytoplasm
AT5G43340	Membrane (unspecified)
AT5G43350	Plasma membrane
AT5G43360	Membrane (unspecified)
AT5G43370	Membrane (unspecified)
AT5G43380	Nucleus
AT5G43401	Cell wall / apoplast
AT5G43410	Nucleus
AT5G43420	Membrane (unspecified)
AT5G43430	Mitochondrion
AT5G43470	Plasma membrane
AT5G43510	Cell wall / apoplast
AT5G43513	Cell wall / apoplast
AT5G43516	Cell wall / apoplast
AT5G43518	Cell wall / apoplast
AT5G43525	Cell wall / apoplast
AT5G43530	Nucleus
AT5G43560	Cytoplasm
AT5G43600	Endoplasmic reticulum
AT5G43610	Plasma membrane
AT5G43620	Nucleus
AT5G43640	Cytoplasm
AT5G43650	Nucleus
AT5G43670	Cytoplasm
AT5G43690	Cytoplasm
AT5G43700	Nucleus
AT5G43710	Endoplasmic reticulum
AT5G43745	Membrane (unspecified)
AT5G43750	Chloroplast
AT5G43760	Membrane (unspecified)
AT5G43780	Chloroplast
AT5G43810	Cytoplasm
AT5G43840	Nucleus
AT5G43850	Cytoplasm
AT5G43860	Cytoplasm
AT5G43900	Cytoplasm
AT5G43920	Cytoplasm
AT5G43940	Cytoplasm
AT5G43970	Mitochondrion
AT5G43980	Plasma membrane
AT5G43990	Nucleus
AT5G44030	Plasma membrane
AT5G44050	Membrane (unspecified)
AT5G44100	Cytoplasm
AT5G44110	Cytoplasm
AT5G44120	Vacuole
AT5G44130	Plasma membrane
AT5G44140	Mitochondrion
AT5G44150	Cytoplasm
AT5G44160	Nucleus
AT5G44180	Nucleus
AT5G44190	Nucleus
AT5G44200	Nucleus
AT5G44210	Nucleus
AT5G44240	Endoplasmic reticulum
AT5G44260	Cytoplasm
AT5G44280	Nucleus
AT5G44330	Nucleus
AT5G44340	Cytoplasm
AT5G44360	Cell wall / apoplast
AT5G44370	Golgi
AT5G44380	Cell wall / apoplast
AT5G44390	Cell wall / apoplast
AT5G44400	Cell wall / apoplast
AT5G44410	Cell wall / apoplast
AT5G44420	Cell wall / apoplast
AT5G44430	Cell wall / apoplast
AT5G44440	Cell wall / apoplast
AT5G44480	Golgi
AT5G44520	Chloroplast
AT5G44530	Cell wall / apoplast
AT5G44550	Plasma membrane
AT5G44560	Other / unknown
AT5G44565	Plasma membrane
AT5G44567	Plasma membrane
AT5G44568	Plasma membrane
AT5G44570	Plasma membrane
AT5G44572	Plasma membrane
AT5G44574	Plasma membrane
AT5G44575	Plasma membrane
AT5G44578	Plasma membrane
AT5G44580	Plasma membrane
AT5G44582	Plasma membrane
AT5G44585	Plasma membrane
AT5G44610	Plasma membrane
AT5G44630	Cytoplasm
AT5G44635	Nucleus
AT5G44650	Chloroplast
AT5G44670	Golgi
AT5G44700	Plasma membrane
AT5G44740	Nucleus
AT5G44750	Nucleus
AT5G44780	Mitochondrion
AT5G44785	Mitochondrion
AT5G44790	Membrane (unspecified)
AT5G44800	Nucleus
AT5G44920	Nucleus
AT5G44930	Golgi
AT5G44973	Cell wall / apoplast
AT5G45040	Chloroplast
AT5G45050	Nucleus
AT5G45060	Nucleus
AT5G45105	Plasma membrane
AT5G45110	Nucleus
AT5G45130	Membrane (unspecified)
AT5G45140	Nucleus
AT5G45160	Endoplasmic reticulum
AT5G45250	Membrane (unspecified)
AT5G45260/AT5G45270	Nucleus
AT5G45280	Cell wall / apoplast
AT5G45300	Cytoplasm
AT5G45330	Cytoplasm
AT5G45340	Membrane (unspecified)
AT5G45370	Membrane (unspecified)
AT5G45380	Plasma membrane
AT5G45390	Chloroplast
AT5G45400	Nucleus
AT5G45420	Endoplasmic reticulum
AT5G45550	Nucleus
AT5G45560	Endoplasmic reticulum
AT5G45580	Nucleus
AT5G45600	Cytoplasm
AT5G45610	Nucleus
AT5G45630	Cytoplasm
AT5G45640	Cell wall / apoplast
AT5G45650	Cell wall / apoplast
AT5G45670	Cell wall / apoplast
AT5G45680	Chloroplast
AT5G45710	Nucleus
AT5G45750	Plasma membrane
AT5G45770	Plasma membrane
AT5G45775	Nucleus
AT5G45780	Plasma membrane
AT5G45800	Plasma membrane
AT5G45830	Nucleus
AT5G45840	Plasma membrane
AT5G45860	Cytoplasm
AT5G45870	Cytoplasm
AT5G45875	Cell wall / apoplast
AT5G45890	Vacuole
AT5G45910	Cell wall / apoplast
AT5G45930	Chloroplast
AT5G45940	Peroxisome
AT5G45950	Cell wall / apoplast
AT5G45960	Cell wall / apoplast
AT5G45970	Cytoplasm
AT5G45980	Nucleus
AT5G46030	Nucleus
AT5G46040	Membrane (unspecified)
AT5G46050	Membrane (unspecified)
AT5G46090	Vacuole
AT5G46110	Chloroplast
AT5G46150	Membrane (unspecified)
AT5G46160	Mitochondrion
AT5G46180	Mitochondrion
AT5G46210	Nucleus
AT5G46220	Golgi
AT5G46240	Membrane (unspecified)
AT5G46250	Nucleus
AT5G46280	Nucleus
AT5G46290	Chloroplast
AT5G46330	Plasma membrane
AT5G46340	Golgi
AT5G46350	Nucleus
AT5G46360	Vacuole
AT5G46370	Vacuole
AT5G46390	Chloroplast
AT5G46400	Nucleus
AT5G46460	Mitochondrion
AT5G46520	Cytoplasm
AT5G46540	Membrane (unspecified)
AT5G46550	Nucleus
AT5G46570	Plasma membrane
AT5G46580	Chloroplast
AT5G46590	Nucleus
AT5G46600	Membrane (unspecified)
AT5G46610	Membrane (unspecified)
AT5G46630	Plasma membrane
AT5G46640	Nucleus
AT5G46650	Membrane (unspecified)
AT5G46690	Nucleus
AT5G46700	Membrane (unspecified)
AT5G46760	Nucleus
AT5G46790	Cytoplasm
AT5G46800	Mitochondrion
AT5G46830	Nucleus
AT5G46860	Membrane (unspecified)
AT5G46871	Cell wall / apoplast
AT5G46873	Cell wall / apoplast
AT5G46874	Cell wall / apoplast
AT5G46877	Cell wall / apoplast
AT5G46880	Nucleus
AT5G46910	Nucleus
AT5G46915	Nucleus
AT5G46920	Mitochondrion
AT5G46960	Cell wall / apoplast
AT5G47000	Cell wall / apoplast
AT5G47010	Cytoplasm
AT5G47030	Mitochondrion
AT5G47040	Peroxisome
AT5G47060	Nucleus
AT5G47070	Plasma membrane
AT5G47075	Cell wall / apoplast
AT5G47077	Cell wall / apoplast
AT5G47080	Cytoplasm
AT5G47100	Plasma membrane
AT5G47110	Chloroplast
AT5G47120	Endoplasmic reticulum
AT5G47140	Nucleus
AT5G47150	Nucleus
AT5G47160	Nucleus
AT5G47175	Cell wall / apoplast
AT5G47180	Endoplasmic reticulum
AT5G47190	Chloroplast
AT5G47200	Golgi
AT5G47210	Nucleus
AT5G47220	Nucleus
AT5G47230	Nucleus
AT5G47320	Mitochondrion
AT5G47370	Nucleus
AT5G47390	Nucleus
AT5G47430	Nucleus
AT5G47435	Mitochondrion
AT5G47450	Vacuole
AT5G47470	Membrane (unspecified)
AT5G47480	Golgi
AT5G47490	Golgi
AT5G47500	Cell wall / apoplast
AT5G47510	Golgi
AT5G47520	Plasma membrane
AT5G47530	Membrane (unspecified)
AT5G47550	Cell wall / apoplast
AT5G47560	Vacuole
AT5G47570	Mitochondrion
AT5G47600	Cytoplasm
AT5G47610	Membrane (unspecified)
AT5G47630	Mitochondrion
AT5G47640	Nucleus
AT5G47670	Nucleus
AT5G47690	Nucleus
AT5G47710	Plasma membrane
AT5G47720	Cytoplasm
AT5G47750	Plasma membrane
AT5G47770	Mitochondrion
AT5G47780	Golgi
AT5G47810	Cytoplasm
AT5G47820	Cytoplasm
AT5G47840	Chloroplast
AT5G47850	Membrane (unspecified)
AT5G47870	Chloroplast
AT5G47880	Cytoplasm
AT5G47890	Mitochondrion
AT5G47910	Membrane (unspecified)
AT5G47960	Plasma membrane
AT5G47990	Membrane (unspecified)
AT5G48000	Membrane (unspecified)
AT5G48030	Mitochondrion
AT5G48060	Plasma membrane
AT5G48070	Cell wall / apoplast
AT5G48100	Cell wall / apoplast
AT5G48110	Chloroplast
AT5G48120	Nucleus
AT5G48150	Cytoplasm
AT5G48160	Nucleus
AT5G48170	Nucleus
AT5G48230	Cytoplasm
AT5G48250	Nucleus
AT5G48300	Chloroplast
AT5G48360	Membrane (unspecified)
AT5G48380	Plasma membrane
AT5G48390	Nucleus
AT5G48400	Membrane (unspecified)
AT5G48410	Membrane (unspecified)
AT5G48460	Cytoplasm
AT5G48470	Chloroplast
AT5G48485	Cell wall / apoplast
AT5G48515	Cell wall / apoplast
AT5G48520	Cytoplasm
AT5G48540	Cell wall / apoplast
AT5G48543	Cell wall / apoplast
AT5G48545	Peroxisome
AT5G48560	Nucleus
AT5G48570	Cytoplasm
AT5G48580	Endoplasmic reticulum
AT5G48595	Cell wall / apoplast
AT5G48600	Nucleus
AT5G48605	Cell wall / apoplast
AT5G48670	Nucleus
AT5G48700	Nucleus
AT5G48710	Nucleus
AT5G48720	Nucleus
AT5G48730	Chloroplast
AT5G48740	Membrane (unspecified)
AT5G48750	Membrane (unspecified)
AT5G48810	Endoplasmic reticulum
AT5G48820	Nucleus
AT5G48840	Cytoplasm
AT5G48850	Nucleus
AT5G48870	Cytoplasm
AT5G48880	Peroxisome
AT5G48890	Nucleus
AT5G48905	Cell wall / apoplast
AT5G48920	Plasma membrane
AT5G48940	Membrane (unspecified)
AT5G48945	Cell wall / apoplast
AT5G48950	Peroxisome
AT5G48953	Cell wall / apoplast
AT5G48970	Mitochondrion
AT5G49010	Nucleus
AT5G49020	Nucleus
AT5G49030	Chloroplast
AT5G49040	Cell wall / apoplast
AT5G49060	Membrane (unspecified)
AT5G49070	Membrane (unspecified)
AT5G49120	Cytoplasm
AT5G49130	Membrane (unspecified)
AT5G49150	Plasma membrane
AT5G49160	Nucleus
AT5G49180	Cell wall / apoplast
AT5G49190	Cytoplasm
AT5G49230	Nucleus
AT5G49240	Nucleus
AT5G49270	Plasma membrane
AT5G49290	Plasma membrane
AT5G49300	Nucleus
AT5G49310	Nucleus
AT5G49330	Nucleus
AT5G49340	Membrane (unspecified)
AT5G49360	Cell wall / apoplast
AT5G49450	Nucleus
AT5G49460	Cytoplasm
AT5G49480	Cytoplasm
AT5G49500	Cytoplasm
AT5G49510	Cytoplasm
AT5G49520	Nucleus
AT5G49550	Cytoplasm
AT5G49570	Cytoplasm
AT5G49620	Nucleus
AT5G49630	Plasma membrane
AT5G49650	Cytoplasm
AT5G49660	Plasma membrane
AT5G49680	Cell wall / apoplast
AT5G49700	Nucleus
AT5G49720	Plasma membrane
AT5G49730	Plasma membrane
AT5G49740	Chloroplast
AT5G49760	Plasma membrane
AT5G49770	Membrane (unspecified)
AT5G49810	Cytoplasm
AT5G49830	Cytoplasm
AT5G49840	Mitochondrion
AT5G49880	Nucleus
AT5G49890	Membrane (unspecified)
AT5G49910	Chloroplast
AT5G49940	Chloroplast
AT5G49945	Membrane (unspecified)
AT5G49960	Nucleus
AT5G49970	Chloroplast
AT5G49980	Nucleus
AT5G49990	Membrane (unspecified)
AT5G50000	Cytoplasm
AT5G50010	Nucleus
AT5G50020	Plasma membrane
AT5G50080	Nucleus
AT5G50100	Chloroplast
AT5G50160	Mitochondrion
AT5G50170	Membrane (unspecified)
AT5G50200	Plasma membrane
AT5G50210	Chloroplast
AT5G50240	Nucleus
AT5G50250	Chloroplast
AT5G50260	Endoplasmic reticulum
AT5G50280	Chloroplast
AT5G50300	Membrane (unspecified)
AT5G50320	Nucleus
AT5G50370	Cytoplasm
AT5G50375	Membrane (unspecified)
AT5G50390	Chloroplast
AT5G50400	Cell wall / apoplast
AT5G50420	Membrane (unspecified)
AT5G50423	Cell wall / apoplast
AT5G50430	Membrane (unspecified)
AT5G50440	Golgi
AT5G50460	Endoplasmic reticulum
AT5G50470	Nucleus
AT5G50480	Nucleus
AT5G50490	Nucleus
AT5G50530	Membrane (unspecified)
AT5G50570	Nucleus
AT5G50580	Nucleus
AT5G50590	Membrane (unspecified)
AT5G50600	Other / unknown
AT5G50640	Membrane (unspecified)
AT5G50670	Nucleus
AT5G50680	Nucleus
AT5G50690	Membrane (unspecified)
AT5G50700	Other / unknown
AT5G50720	Membrane (unspecified)
AT5G50750	Cytoplasm
AT5G50770	Membrane (unspecified)
AT5G50780	Nucleus
AT5G50790	Plasma membrane
AT5G50800	Plasma membrane
AT5G50810	Mitochondrion
AT5G50850	Mitochondrion
AT5G50915	Nucleus
AT5G50920	Chloroplast
AT5G50930	Nucleus
AT5G50950	Cytoplasm
AT5G50960	Cytoplasm
AT5G51020	Chloroplast
AT5G51040	Mitochondrion
AT5G51050	Mitochondrion
AT5G51060	Membrane (unspecified)
AT5G51070	Chloroplast
AT5G51100	Chloroplast
AT5G51110	Chloroplast
AT5G51120	Nucleus
AT5G51190	Nucleus
AT5G51200	Nucleus
AT5G51210	Other / unknown
AT5G51230/AT5G51240	Nucleus
AT5G51300	Nucleus
AT5G51330	Nucleus
AT5G51340	Nucleus
AT5G51420	Membrane (unspecified)
AT5G51430	Golgi
AT5G51440	Mitochondrion
AT5G51450	Membrane (unspecified)
AT5G51451	Cell wall / apoplast
AT5G51465	Plasma membrane
AT5G51480	Plasma membrane
AT5G51490	Cell wall / apoplast
AT5G51500	Cell wall / apoplast
AT5G51540	Mitochondrion
AT5G51545	Chloroplast
AT5G51550	Cell wall / apoplast
AT5G51570	Plasma membrane
AT5G51590	Nucleus
AT5G51600	Nucleus
AT5G51640	Membrane (unspecified)
AT5G51660	Nucleus
AT5G51710	Golgi
AT5G51720	Chloroplast
AT5G51740	Mitochondrion
AT5G51750	Cell wall / apoplast
AT5G51780	Nucleus
AT5G51790	Nucleus
AT5G51795	Cytoplasm
AT5G51820	Chloroplast
AT5G51845	Cell wall / apoplast
AT5G51860	Nucleus
AT5G51870	Nucleus
AT5G51890	Cell wall / apoplast
AT5G51910	Nucleus
AT5G51940	Nucleus
AT5G51970	Mitochondrion
AT5G51990	Nucleus
AT5G52000	Nucleus
AT5G52020	Nucleus
AT5G52040	Nucleus
AT5G52050	Plasma membrane
AT5G52100	Chloroplast
AT5G52110	Chloroplast
AT5G52120	Nucleus
AT5G52170	Nucleus
AT5G52200	Nucleus
AT5G52230	Nucleus
AT5G52240	Plasma membrane
AT5G52250	Nucleus
AT5G52290	Nucleus
AT5G52310	Cytoplasm
AT5G52350	Membrane (unspecified)
AT5G52360	Cytoplasm
AT5G52440	Chloroplast
AT5G52450	Membrane (unspecified)
AT5G52470	Nucleus
AT5G52490	Nucleus
AT5G52510	Nucleus
AT5G52520	Chloroplast
AT5G52570	Chloroplast
AT5G52600	Nucleus
AT5G52605	Cell wall / apoplast
AT5G52640	Cytoplasm
AT5G52650	Cytoplasm
AT5G52660	Nucleus
AT5G52780	Membrane (unspecified)
AT5G52790	Membrane (unspecified)
AT5G52810	Chloroplast
AT5G52820	Nucleus
AT5G52830	Nucleus
AT5G52840	Mitochondrion
AT5G52850	Chloroplast
AT5G52860	Membrane (unspecified)
AT5G52870	Plasma membrane
AT5G52900	Plasma membrane
AT5G52920	Chloroplast
AT5G52970	Chloroplast
AT5G52990	Membrane (unspecified)
AT5G53040	Nucleus
AT5G53060	Nucleus
AT5G53130	Plasma membrane
AT5G53160	Cytoplasm
AT5G53170	Mitochondrion
AT5G53180	Nucleus
AT5G53190	Plasma membrane
AT5G53200	Nucleus
AT5G53210	Nucleus
AT5G53250	Plasma membrane
AT5G53260	Cytoplasm
AT5G53270	Cytoplasm
AT5G53280	Chloroplast
AT5G53290	Cytoplasm
AT5G53320	Membrane (unspecified)
AT5G53340	Golgi
AT5G53350	Mitochondrion
AT5G53360	Nucleus
AT5G53370	Membrane (unspecified)
AT5G53380	Plasma membrane
AT5G53390	Plasma membrane
AT5G53400	Cytoplasm
AT5G53430	Nucleus
AT5G53450	Chloroplast
AT5G53460	Chloroplast
AT5G53470	Plasma membrane
AT5G53480	Cytoplasm
AT5G53490	Chloroplast
AT5G53510	Membrane (unspecified)
AT5G53520	Membrane (unspecified)
AT5G53530	Cytoplasm
AT5G53550	Membrane (unspecified)
AT5G53560	Plasma membrane
AT5G53570	Nucleus
AT5G53580	Chloroplast
AT5G53660	Nucleus
AT5G53730	Other / unknown
AT5G53760	Membrane (unspecified)
AT5G53830	Nucleus
AT5G53870	Plasma membrane
AT5G53890	Plasma membrane
AT5G53950	Nucleus
AT5G53980	Nucleus
AT5G54067	Nucleus
AT5G54070	Nucleus
AT5G54160	Cytoplasm
AT5G54180	Chloroplast
AT5G54190	Chloroplast
AT5G54215	Cell wall / apoplast
AT5G54220	Cell wall / apoplast
AT5G54225	Cell wall / apoplast
AT5G54250	Plasma membrane
AT5G54260	Nucleus
AT5G54270	Chloroplast
AT5G54280	Other / unknown
AT5G54290	Chloroplast
AT5G54310	Golgi
AT5G54380	Plasma membrane
AT5G54430	Chloroplast
AT5G54440	Golgi
AT5G54500	Plasma membrane
AT5G54580	Mitochondrion
AT5G54590	Plasma membrane
AT5G54600	Chloroplast
AT5G54610	Plasma membrane
AT5G54640	Nucleus
AT5G54650	Membrane (unspecified)
AT5G54660	Cytoplasm
AT5G54670	Cytoplasm
AT5G54680	Nucleus
AT5G54690	Golgi
AT5G54730	Membrane (unspecified)
AT5G54770	Chloroplast
AT5G54800	Chloroplast
AT5G54810	Chloroplast
AT5G54830	Membrane (unspecified)
AT5G54860	Membrane (unspecified)
AT5G54890	Mitochondrion
AT5G54900	Nucleus
AT5G54980	Plasma membrane
AT5G55020	Nucleus
AT5G55050	Cell wall / apoplast
AT5G55070	Mitochondrion
AT5G55080	Nucleus
AT5G55120	Cytoplasm
AT5G55130	Cytoplasm
AT5G55131	Cell wall / apoplast
AT5G55132	Cell wall / apoplast
AT5G55160	Nucleus
AT5G55170	Nucleus
AT5G55190	Nucleus
AT5G55200	Mitochondrion
AT5G55220	Chloroplast
AT5G55230	Nucleus
AT5G55240	Other / unknown
AT5G55260	Chloroplast
AT5G55280	Chloroplast
AT5G55290	Golgi
AT5G55300	Nucleus
AT5G55310	Nucleus
AT5G55320	Membrane (unspecified)
AT5G55330	Membrane (unspecified)
AT5G55340	Membrane (unspecified)
AT5G55350	Membrane (unspecified)
AT5G55360	Membrane (unspecified)
AT5G55370	Membrane (unspecified)
AT5G55380	Membrane (unspecified)
AT5G55390	Nucleus
AT5G55400	Cytoplasm
AT5G55470	Vacuole
AT5G55480	Plasma membrane
AT5G55490	Plasma membrane
AT5G55500	Golgi
AT5G55510	Mitochondrion
AT5G55540	Membrane (unspecified)
AT5G55580	Chloroplast
AT5G55590	Cell wall / apoplast
AT5G55630	Vacuole
AT5G55660	Nucleus
AT5G55700	Chloroplast
AT5G55710	Chloroplast
AT5G55730	Cell wall / apoplast
AT5G55740	Chloroplast
AT5G55760	Nucleus
AT5G55810	Nucleus
AT5G55830	Plasma membrane
AT5G55855	Nucleus
AT5G55856	Nucleus
AT5G55910	Plasma membrane
AT5G55920	Nucleus
AT5G55930	Membrane (unspecified)
AT5G55950	Membrane (unspecified)
AT5G55990	Vacuole
AT5G56000	Cytoplasm
AT5G56010	Cytoplasm
AT5G56030	Cytoplasm
AT5G56040	Plasma membrane
AT5G56090	Mitochondrion
AT5G56110	Nucleus
AT5G56130	Nucleus
AT5G56140	Nucleus
AT5G56160	Golgi
AT5G56170	Plasma membrane
AT5G56180	Nucleus
AT5G56210	Nucleus
AT5G56230	Endoplasmic reticulum
AT5G56270	Nucleus
AT5G56280	Cytoplasm
AT5G56290	Cytoplasm
AT5G56320	Cell wall / apoplast
AT5G56330	Chloroplast
AT5G56360	Endoplasmic reticulum
AT5G56368	Cell wall / apoplast
AT5G56369	Cell wall / apoplast
AT5G56450	Membrane (unspecified)
AT5G56460	Plasma membrane
AT5G56470	Mitochondrion
AT5G56500	Chloroplast
AT5G56510	Cytoplasm
AT5G56540	Plasma membrane
AT5G56550	Nucleus
AT5G56580	Cytoplasm
AT5G56590	Cell wall / apoplast
AT5G56600	Cytoplasm
AT5G56630	Cytoplasm
AT5G56640	Cytoplasm
AT5G56650	Endoplasmic reticulum
AT5G56660	Endoplasmic reticulum
AT5G56680	Cytoplasm
AT5G56720	Cytoplasm
AT5G56740	Nucleus
AT5G56750	Cytoplasm
AT5G56760	Cytoplasm
AT5G56770	Cytoplasm
AT5G56780	Cytoplasm
AT5G56860	Nucleus
AT5G56870	Cell wall / apoplast
AT5G56940	Mitochondrion
AT5G56950	Nucleus
AT5G56960	Nucleus
AT5G56970	Endoplasmic reticulum
AT5G56980	Membrane (unspecified)
AT5G57010	Cytoplasm
AT5G57015	Cytoplasm
AT5G57020	Cytoplasm
AT5G57030	Chloroplast
AT5G57090	Plasma membrane
AT5G57100	Membrane (unspecified)
AT5G57110	Plasma membrane
AT5G57140	Cell wall / apoplast
AT5G57150	Nucleus
AT5G57160	Nucleus
AT5G57180	Chloroplast
AT5G57190	Vacuole
AT5G57200	Membrane (unspecified)
AT5G57220	Membrane (unspecified)
AT5G57250	Mitochondrion
AT5G57260	Membrane (unspecified)
AT5G57280	Nucleus
AT5G57300	Mitochondrion
AT5G57320	Cytoplasm
AT5G57350	Plasma membrane
AT5G57360	Nucleus
AT5G57380	Nucleus
AT5G57390	Nucleus
AT5G57420	Nucleus
AT5G57440	Cytoplasm
AT5G57450	Nucleus
AT5G57490	Plasma membrane
AT5G57520	Nucleus
AT5G57530	Cell wall / apoplast
AT5G57540	Cell wall / apoplast
AT5G57550	Cell wall / apoplast
AT5G57560	Cell wall / apoplast
AT5G57580	Nucleus
AT5G57590	Mitochondrion
AT5G57620	Nucleus
AT5G57660	Nucleus
AT5G57685	Membrane (unspecified)
AT5G57690	Endoplasmic reticulum
AT5G57720	Nucleus
AT5G57750	Membrane (unspecified)
AT5G57800	Endoplasmic reticulum
AT5G57810	Membrane (unspecified)
AT5G57815	Mitochondrion
AT5G57850	Chloroplast
AT5G57880	Nucleus
AT5G57890	Chloroplast
AT5G57900	Nucleus
AT5G57920	Plasma membrane
AT5G57930	Chloroplast
AT5G57940	Plasma membrane
AT5G57980	Nucleus
AT5G58000	Endoplasmic reticulum
AT5G58003	Nucleus
AT5G58010	Nucleus
AT5G58040	Nucleus
AT5G58050	Membrane (unspecified)
AT5G58060	Plasma membrane
AT5G58070	Plasma membrane
AT5G58080	Nucleus
AT5G58090	Plasma membrane
AT5G58130	Nucleus
AT5G58140	Plasma membrane
AT5G58150	Plasma membrane
AT5G58180	Plasma membrane
AT5G58220	Plasma membrane
AT5G58230	Nucleus
AT5G58250	Chloroplast
AT5G58260	Chloroplast
AT5G58270	Mitochondrion
AT5G58280	Nucleus
